symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_30.0,put_atm_30.0,call_atm_30.0,prem_per_iv_primary_30.0,prem_per_iv_sec_30.0,prem_per_hv30_30.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
UNG,3/27/26,0.0879,-0.3222,Q1 High Premium / Low Risk,12.28,4/10/26,4.316,66.852,2.728,59.535,1.1401,62.95,0.7125,75.1445,4/17/26,4.8656,61.974,2.8094,59.047,1.7508,60.023,0.7125,60.9985,5/15/26,7.2068,63.9255,3.6238,58.072,,,1.1604,60.9985,,,,,,,,,,7/17/26,9.3852,62.95,9.4259,60.023,4.2752,58.072,1.9748,61.4865,6.72,4.32,2.4,0.4264,0.0646,0.095,10.06,4.87,5.19,0.5621,0.0785,0.1071,12.6,7.21,5.39,0.4471,0.1127,0.1586,,,,,,,12.34,9.39,2.95,0.294,0.1491,0.2065,0.5084,0.4545,0.948,0.6685,1.471,0.214,Rich Vol,0.6197,1.364,0.1652,Rich Vol,0.6393,1.407,0.1848,Rich Vol,,,,,0.6295,1.385,0.175,Rich Vol,0,0,0,5.65,Normal,2,0.73,23.3,28.57,Normal,3.24,2.57,,,,,,,,,,,,,,,,,,,0.073085,-0.000322,0.073407,3.9984,4.4544,6.4902,,9.3933,0.721,0.361,0.725,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,0.7417,0.077,Normal,0.722,0.722,0.723
PCTY,3/27/26,0.0831,-0.2366,Q1 High Premium / Low Risk,105.39,4/17/26,4.4122,49.292,2.9415,55.145,,,,,4/17/26,4.4122,49.292,2.9415,55.145,,,,,5/15/26,6.7084,55.145,4.7443,57.096,2.5856,59.047,,,,,,,,,,,,8/21/26,8.8647,49.2915,8.1127,54.1693,5.0764,57.096,,,7.24,4.41,2.82,0.5085,0.0895,0.0907,7.24,4.41,2.82,0.5085,0.0895,0.0907,12.28,6.71,5.57,0.5049,0.1217,0.1379,,,,,,,14.54,8.86,5.68,0.3863,0.1798,0.1823,0.4346,0.4864,0.4863,0.4929,1.013,0.0065,Equiv. Vol,0.4929,1.013,0.0065,Equiv. Vol,0.5514,1.134,0.0651,Equiv. Vol,,,,,0.4929,1.013,0.0065,Equiv. Vol,1,0.73,8.17,8.17,Normal,4,1.47,7.07,8.17,Normal,3.47,2.75,,,,,,,,,,,,,,,,,,,0.06403,0,0.06403,4.1181,4.1181,6.3156,,8.7143,0.629,0.574,0.629,Cheap + Thin,Cheap + Thin,Cheap + Thin,,Cheap + Thin,2.1096,0.54,Moderate,0.754,0.754,0.755
DD,3/27/26,0.0781,-0.3924,Q1 High Premium / Low Risk,45.26,4/17/26,3.5904,41.487,,,1.6571,43.438,0.6352,52.7065,4/17/26,3.5904,41.487,,,1.6571,43.438,0.6352,52.7065,5/15/26,4.7614,42.4625,3.8113,46.365,2.3752,49.292,1.4361,52.218,6/18/26,5.8937,40.0235,4.6399,41.487,2.6237,44.9015,1.2704,48.316,7/17/26,6.6947,39.048,5.4684,40.511,2.9551,40.999,1.6019,45.389,7.9,3.59,4.31,0.6595,0.0865,0.1239,7.9,3.59,4.31,0.6595,0.0865,0.1239,8.19,4.76,3.42,0.4372,0.1121,0.1643,10.16,5.89,4.26,0.4422,0.1473,0.2034,12.12,6.69,5.42,0.4655,0.1714,0.231,0.3229,0.2898,0.3351,0.4149,1.431,0.1251,Rich Vol,0.4149,1.431,0.1251,Rich Vol,0.4246,1.465,0.1348,Rich Vol,0.4002,1.381,0.1104,Rich Vol,0.3905,1.347,0.1007,Rich Vol,1,0.73,3.93,3.93,Normal,3,1.1,4.95,5.43,Normal,2.07,1.64,,,,,,,,,,,,,,,,,,,0.039783,-0.00036,0.040143,,,4.5714,5.6429,6.4494,0.207,0.344,0.21,Rich + Efficient,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,1.4293,0.247,Normal,0.419,0.42,0.42
QCOM,3/27/26,0.0715,-0.276,Q1 High Premium / Low Risk,127.11,4/10/26,2.8251,43.2426,1.9086,43.0478,0.9578,42.462,0.5212,53.4375,4/17/26,3.2497,42.0441,2.2838,43.0478,1.226,45.389,0.535,54.1695,5/15/26,5.5306,45.877,4.1696,48.316,2.5352,50.267,1.0293,55.47,6/18/26,6.535,44.739,4.976,46.365,2.8833,49.2915,1.1122,53.9255,7/17/26,7.4135,43.438,5.8807,45.389,3.5206,46.8525,1.4603,50.755,5.3,2.83,2.47,0.5199,0.0653,0.1202,5.94,3.25,2.7,0.4898,0.0773,0.1382,11.13,5.53,5.6,0.5502,0.1206,0.2353,11.18,6.54,4.64,0.4354,0.1461,0.278,12.77,7.41,5.35,0.4409,0.1707,0.3154,0.2118,0.2351,0.3128,0.4324,1.839,0.1973,Very Rich Vol,0.4204,1.788,0.1854,Very Rich Vol,0.4588,1.952,0.2237,Very Rich Vol,0.4474,1.903,0.2123,Very Rich Vol,0.4344,1.848,0.1993,Very Rich Vol,1,0.73,3.06,3.06,Normal,2,0.73,6.87,8.83,Normal,1.68,1.33,,,,,,,,,,,,,,,,,,,0.062833,0.00012,0.062712,2.6418,3.0565,5.2584,6.2232,7.1069,0.604,0.662,0.604,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.2165,0.18,Normal,0.232,0.234,0.233
SVXY,3/27/26,0.0666,-0.2125,Q1 High Premium / Low Risk,43.44,4/17/26,3.9556,51.893,3.0214,53.194,2.0718,56.121,0.6906,69.779,4/17/26,3.9556,51.893,3.0214,53.194,2.0718,56.121,0.6906,69.779,5/15/26,5.9507,48.9663,4.3738,52.462,2.5322,53.194,,,6/18/26,6.9682,47.9256,6.014,50.755,,,,,9/18/26,9.3988,49.8491,7.942,46.365,,,,,6.83,3.96,2.87,0.4556,0.0762,0.0907,6.83,3.96,2.87,0.4556,0.0762,0.0907,9.57,5.95,3.62,0.4434,0.1215,0.1365,11.67,6.97,4.71,0.4244,0.1454,0.1598,13.35,9.4,3.95,0.3213,0.1885,0.2156,0.5019,0.436,0.3811,0.5189,1.19,0.083,Equiv. Vol,0.5189,1.19,0.083,Equiv. Vol,0.4897,1.123,0.0537,Equiv. Vol,0.4793,1.099,0.0433,Equiv. Vol,0.4985,1.143,0.0625,Equiv. Vol,1,0.73,7.05,7.05,Normal,4,1.47,5.76,7.05,Normal,3.11,2.46,,,,,,,,,,,,,,,,,,,0.073841,-0.000373,0.074215,3.7688,3.7688,5.6353,6.7774,9.1074,0.734,0.326,0.732,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9856,0.478,Normal,0.692,0.691,0.691
ZM,3/27/26,0.0648,-0.097,Q1 High Premium / Low Risk,77.71,4/10/26,2.8246,43.1127,1.9517,44.739,1.0102,47.3405,0.4869,52.2183,4/17/26,3.4654,43.243,2.3517,44.17,1.3238,46.1208,0.5115,49.5358,5/15/26,5.3307,43.438,3.7994,43.438,1.9624,44.9015,0.8397,48.804,6/18/26,6.9468,45.7143,5.4369,47.3403,2.9436,48.804,1.3142,51.7305,8/21/26,7.4804,42.8524,7.2063,44.0887,4.5297,45.877,1.6193,48.3157,5.4,2.82,2.58,0.5317,0.0655,0.0575,6.25,3.47,2.79,0.501,0.0801,0.0706,9.6,5.33,4.27,0.5012,0.1227,0.1085,11.43,6.95,4.48,0.4356,0.152,0.1414,11.93,7.48,4.45,0.3646,0.1746,0.1523,0.3076,0.4912,0.4876,0.4311,0.878,-0.06,Compressed Vol,0.4324,0.88,-0.0587,Compressed Vol,0.4344,0.884,-0.0568,Compressed Vol,0.4571,0.931,-0.034,Equiv. Vol,0.4285,0.872,-0.0627,Compressed Vol,1,0.73,12.3,12.3,Normal,2,0.73,11.5,12.3,Normal,3.51,2.78,,,,,,,,,,,,,,,,,,,0.067516,6.40E-05,0.067452,2.65,3.2427,5.0244,6.6448,7.4256,0.665,0.611,0.663,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.8891,0.43,Normal,0.763,0.763,0.763
WEX,3/27/26,0.0632,-0.1944,Q1 High Premium / Low Risk,147.55,4/17/26,3.4903,45.877,2.2026,46.365,,,1.0166,54.169,4/17/26,3.4903,45.877,2.2026,46.365,,,1.0166,54.169,5/15/26,6.2352,53.194,4.7272,55.6325,2.4568,54.657,,,,,,,,,,,,8/21/26,8.3616,47.0965,8.0058,47.828,4.1342,50.267,2.6093,52.218,7.49,3.49,4,0.5655,0.0761,0.0867,7.49,3.49,4,0.5655,0.0761,0.0867,11.3,6.24,5.06,0.4816,0.1172,0.1549,,,,,,,12.65,8.36,4.29,0.3516,0.1775,0.2077,0.4187,0.4026,0.4324,0.4588,1.139,0.0561,Equiv. Vol,0.4588,1.139,0.0561,Equiv. Vol,0.5319,1.321,0.1293,Rich Vol,,,,,0.471,1.17,0.0683,Equiv. Vol,1,0.73,5.74,5.74,Normal,4,1.47,6.66,8.19,Normal,2.87,2.27,,,,,,,,,,,,,,,,,,,0.070458,0.00017,0.070288,3.2328,3.2328,5.9336,,8.2904,0.696,0.704,0.69,Cheap + Thin,Cheap + Thin,Rich + Thin,,Cheap + Thin,1.9532,0.462,Normal,0.644,0.644,0.643
NTRA,3/27/26,0.0583,-0.0737,Q1 High Premium / Low Risk,182.65,4/17/26,4.2157,55.47,3.3808,62.462,,,,,4/17/26,4.2157,55.47,3.3808,62.462,,,,,5/15/26,7.2338,61.7305,5.8764,64.5757,3.1846,65.8763,,,,,,,,,,,,7/17/26,9.1486,53.1936,7.6923,55.633,4.9001,57.584,,,7.3,4.22,3.08,0.4559,0.076,0.0967,7.3,4.22,3.08,0.4559,0.076,0.0967,12.26,7.23,5.02,0.4503,0.1172,0.166,,,,,,,15.54,9.15,6.39,0.4383,0.172,0.2099,0.4883,0.4358,0.4556,0.5547,1.273,0.1189,Rich Vol,0.5547,1.273,0.1189,Rich Vol,0.6173,1.417,0.1815,Rich Vol,,,,,0.5319,1.221,0.0962,Rich Vol,1,0.73,7.13,7.13,Normal,3,1.1,7.78,10.2,Normal,3.11,2.46,,,,,,,,,,,,,,,,,,,0.066989,-0.000318,0.067306,4.0487,4.0487,6.9623,,8.8573,0.66,0.365,0.662,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,1.8681,0.421,Normal,0.691,0.691,0.691
CMI,3/27/26,0.0575,-0.4254,Q1 High Premium / Low Risk,523.24,4/17/26,3.4153,41.4865,2.3667,45.7143,1.1849,47.828,0.5272,49.2917,4/17/26,3.4153,41.4865,2.3667,45.7143,1.1849,47.828,0.5272,49.2917,5/15/26,4.8482,42.7063,3.9705,45.1455,2.0927,47.6653,,,6/18/26,5.8925,41.0966,5.0321,44.0234,2.5872,46.3648,1.0774,48.9665,9/18/26,7.3181,39.5358,7.1478,41.6493,3.8491,43.6332,1.6974,47.0965,6.71,3.42,3.29,0.56,0.0823,0.116,6.71,3.42,3.29,0.56,0.0823,0.116,8.11,4.85,3.26,0.4306,0.1135,0.1647,9.41,5.89,3.51,0.3988,0.1434,0.2002,11.75,7.32,4.43,0.3567,0.1851,0.2486,0.3333,0.2944,0.3941,0.4149,1.409,0.1205,Rich Vol,0.4149,1.409,0.1205,Rich Vol,0.4271,1.451,0.1327,Rich Vol,0.411,1.396,0.1166,Rich Vol,0.3954,1.343,0.101,Rich Vol,1,0.73,4.31,4.31,Normal,2,0.73,8.99,11.35,Normal,2.1,1.66,,,,,,,,,,,,,,,,,,,0.057244,-0.00026,0.057505,3.2056,3.2056,4.6727,5.7204,7.284,0.516,0.388,0.52,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.4037,0.242,Normal,0.428,0.428,0.428
LULU,3/27/26,0.0569,-0.1797,Q1 High Premium / Low Risk,145.85,4/10/26,2.9882,46.69,2.074,49.292,1.1107,49.292,0.4662,53.1935,4/17/26,3.8453,47.6653,2.6568,47.34,1.4124,50.755,0.4971,54.657,5/15/26,5.6736,45.877,4.1052,47.34,2.1855,49.7795,0.8399,51.5677,6/18/26,7.302,51.243,6.0279,52.5433,3.3682,54.169,1.4038,55.8767,7/17/26,8.3562,50.0232,7.1706,51.243,3.771,52.8687,1.6181,53.8443,5.02,2.99,2.03,0.4561,0.064,0.0795,6.79,3.85,2.94,0.4933,0.0807,0.1023,9.07,5.67,3.4,0.4485,0.1237,0.1509,11.86,7.3,4.56,0.4033,0.1425,0.1942,13.73,8.36,5.38,0.4118,0.167,0.2222,0.3272,0.376,0.411,0.4669,1.242,0.0909,Rich Vol,0.4767,1.268,0.1007,Rich Vol,0.4588,1.22,0.0828,Rich Vol,0.5124,1.363,0.1364,Rich Vol,0.5002,1.33,0.1242,Rich Vol,2,1.47,5.01,5.03,Normal,1,0.37,6.71,6.71,Normal,2.68,2.12,,,,,,,,,,,,,,,,,,,0.073645,0.000537,0.073108,2.8054,3.6076,5.3599,7.0472,8.1191,0.728,0.889,0.719,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.0756,0.515,Moderate,0.608,0.607,0.606
TRGP,3/27/26,0.0507,-0.584,Q1 High Premium / Low Risk,250.23,4/17/26,3.1571,34.658,1.6585,35.633,0.7893,37.584,0.3896,40.511,4/17/26,3.1571,34.658,1.6585,35.633,0.7893,37.584,0.3896,40.511,5/15/26,4.4319,38.072,3.4768,38.56,1.7834,39.536,0.6144,41.9745,6/18/26,5.5909,36.609,3.9264,36.609,2.0981,37.584,0.9724,39.2107,7/17/26,5.4563,34.983,4.6158,35.633,2.2879,37.0965,0.8892,36.934,6.65,3.16,3.5,0.6651,0.0911,0.136,6.65,3.16,3.5,0.6651,0.0911,0.136,7.12,4.43,2.69,0.4241,0.1164,0.1909,9.71,5.59,4.12,0.4623,0.1527,0.2408,10.43,5.46,4.97,0.4471,0.156,0.235,0.2329,0.2321,0.2446,0.3466,1.493,0.1144,Rich Vol,0.3466,1.493,0.1144,Rich Vol,0.3807,1.64,0.1486,Very Rich Vol,0.3661,1.577,0.1339,Very Rich Vol,0.3498,1.507,0.1177,Very Rich Vol,1,0.73,3.16,3.16,Normal,1,0.37,3.16,3.16,Normal,1.66,1.31,,,,,,,,,,,,,,,,,,,0.03725,8.20E-05,0.037168,2.8574,2.8574,4.2409,5.258,5.2882,0.166,0.627,0.161,Rich + Efficient,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,0.8867,0.095,Normal,0.223,0.223,0.223
TSLA,3/27/26,0.0501,-0.9364,Q1 High Premium / Low Risk,361.83,4/10/26,2.8545,44.4137,2.2202,47.3403,1.1999,51.2427,0.5047,55.7304,4/17/26,3.3864,44.6088,2.4874,48.316,1.5108,51.2427,0.654,57.0963,5/15/26,5.3942,47.4797,4.3736,50.4624,2.5205,53.779,1.0893,60.5108,6/18/26,6.8948,46.8525,5.5314,49.2917,3.0459,52.706,1.4007,59.145,7/17/26,7.5309,46.755,6.7539,49.0478,3.8162,52.2183,1.6592,58.6291,4.97,2.85,2.11,0.4743,0.0643,0.0882,6.24,3.39,2.85,0.4844,0.0759,0.1046,9.33,5.39,3.94,0.4457,0.1136,0.1666,11.94,6.89,5.04,0.4439,0.1472,0.2129,12.06,7.53,4.53,0.3869,0.1611,0.2326,0.3533,0.3238,0.3516,0.4441,1.372,0.1203,Rich Vol,0.4461,1.378,0.1223,Rich Vol,0.4748,1.466,0.151,Rich Vol,0.4685,1.447,0.1447,Rich Vol,0.4676,1.444,0.1437,Rich Vol,0,0,0,3.65,Normal,0,0,0,4.26,Normal,2.31,1.83,,,,,,,,,,,,,,,,,,,0.066095,0.000337,0.065758,2.7276,3.2066,5.1901,6.6221,7.3755,0.644,0.799,0.646,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0,0.003,Normal,0.5,0.498,0.498
GE,3/27/26,0.0488,-0.3811,Q1 High Premium / Low Risk,282.81,4/10/26,2.8173,42.4625,2.0729,45.1455,0.9883,45.877,0.4261,51.7305,4/17/26,3.2994,41.4866,2.4663,44.0234,1.1969,47.3405,0.5587,53.1937,5/15/26,5.2703,43.438,3.7348,46.3645,1.9359,48.804,0.8274,53.844,6/18/26,5.9928,41.4867,4.8884,42.95,2.9216,45.877,1.1237,50.6574,9/18/26,7.974,40.2675,7.013,42.4623,4.0103,45.7147,1.604,50.755,5.25,2.82,2.44,0.525,0.0663,0.0814,5.95,3.3,2.65,0.497,0.0795,0.0954,10.19,5.27,4.92,0.5318,0.1213,0.1523,10.43,5.99,4.44,0.4381,0.1445,0.1732,13.8,7.97,5.82,0.4112,0.198,0.2305,0.3519,0.346,0.3608,0.4246,1.227,0.0787,Rich Vol,0.4149,1.199,0.0689,Equiv. Vol,0.4344,1.256,0.0884,Rich Vol,0.4149,1.199,0.0689,Equiv. Vol,0.4027,1.164,0.0567,Equiv. Vol,1,0.73,5.84,5.84,Normal,3,1.1,6.06,7.66,Normal,2.47,1.95,,,,,,,,,,,,,,,,,,,0.068685,-0.000259,0.068944,2.6684,3.1328,4.9632,5.7719,7.7818,0.683,0.39,0.681,Rich + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.6949,0.347,Normal,0.529,0.529,0.527
NTRS,3/27/26,0.0471,-0.4558,Q1 High Premium / Low Risk,134.99,4/17/26,3.0669,33.682,1.9631,38.56,1.1482,41.487,0.7223,56.7713,4/17/26,3.0669,33.682,1.9631,38.56,1.1482,41.487,0.7223,56.7713,5/15/26,4.4559,38.072,3.4632,41.9745,,,,,,,,,,,,,,7/17/26,5.6226,35.3083,5.2782,38.072,2.7039,41.487,,,6.47,3.07,3.4,0.6651,0.0911,0.1128,6.47,3.07,3.4,0.6651,0.0911,0.1128,7.45,4.46,2.99,0.4437,0.117,0.1639,,,,,,,10.67,5.62,5.05,0.4533,0.1592,0.2069,0.2548,0.2718,0.2909,0.3368,1.239,0.065,Rich Vol,0.3368,1.239,0.065,Rich Vol,0.3807,1.401,0.1089,Rich Vol,,,,,0.3531,1.299,0.0813,Rich Vol,1,0.73,3.48,3.48,Normal,2,0.73,4.85,5.85,Normal,1.94,1.54,,,,,,,,,,,,,,,,,,,0.037719,0.000227,0.037492,2.8461,2.8461,4.2574,,5.5537,0.168,0.737,0.164,Rich + Efficient,Rich + Efficient,Rich + Thin,,Rich + Thin,1.1877,0.167,Normal,0.359,0.361,0.363
META,3/27/26,0.0467,-0.3008,Q1 High Premium / Low Risk,525.72,4/10/26,2.7779,42.2185,1.9509,44.9015,1.0426,47.5842,0.4867,51.2428,4/17/26,3.3092,42.0722,2.4652,44.804,1.3163,47.9258,0.5609,52.584,5/15/26,5.4284,46.4731,4.1669,49.6575,2.2969,52.915,1.0923,57.4865,6/18/26,6.2609,42.9057,5.1406,45.7144,2.9049,48.5599,1.3213,53.344,7/17/26,6.7915,41.3242,5.949,43.8282,3.2365,46.755,1.3553,51.8525,5.35,2.78,2.57,0.5379,0.0658,0.078,6.01,3.31,2.71,0.4952,0.0787,0.0929,9.72,5.43,4.29,0.4742,0.1168,0.1524,10.89,6.26,4.63,0.4424,0.1459,0.1758,11.4,6.79,4.61,0.4139,0.1643,0.1907,0.3959,0.3562,0.3931,0.4222,1.185,0.066,Equiv. Vol,0.4207,1.181,0.0645,Equiv. Vol,0.4647,1.305,0.1085,Rich Vol,0.4291,1.204,0.0728,Rich Vol,0.4132,1.16,0.057,Equiv. Vol,1,0.73,8.29,8.29,Normal,3,1.1,7.9,9.9,Normal,2.54,2.01,,,,,,,,,,,,,,,,,,,0.056247,-0.000114,0.056362,2.6125,3.1404,5.1761,6.0368,6.623,0.505,0.481,0.503,Cheap + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,1.9273,0.447,Normal,0.565,0.565,0.565
WSM,3/27/26,0.046,-0.4196,Q1 High Premium / Low Risk,175.29,4/17/26,3.7053,46.365,2.5814,47.828,1.4833,51.243,0.7464,55.7953,4/17/26,3.7053,46.365,2.5814,47.828,1.4833,51.243,0.7464,55.7953,5/15/26,5.0545,44.739,3.9744,47.015,1.9325,48.316,0.952,54.6572,6/18/26,7.0198,48.56,5.7405,50.0235,3.3088,54.1695,1.6829,56.1205,8/21/26,8.4785,45.9746,7.7586,47.5842,4.0861,50.0235,1.7257,53.6815,6.38,3.71,2.68,0.477,0.0799,0.1059,6.38,3.71,2.68,0.477,0.0799,0.1059,8.1,5.05,3.04,0.4103,0.113,0.1445,11.22,7.02,4.2,0.4028,0.1446,0.2007,13.27,8.48,4.79,0.3779,0.1844,0.2424,0.2716,0.3497,0.3707,0.4636,1.326,0.1139,Rich Vol,0.4636,1.326,0.1139,Rich Vol,0.4474,1.279,0.0977,Rich Vol,0.4856,1.389,0.1359,Rich Vol,0.4597,1.315,0.11,Rich Vol,1,0.73,6.23,6.23,Normal,2,0.73,5.64,6.23,Normal,2.5,1.98,,,,,,,,,,,,,,,,,,,0.069696,5.90E-05,0.069637,3.4805,3.4805,4.8385,6.7639,8.3345,0.69,0.605,0.688,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.4441,0.254,Normal,0.541,0.543,0.545
ABNB,3/27/26,0.0438,-0.2682,Q1 High Premium / Low Risk,122.87,4/10/26,3.0289,47.015,2.0949,49.0966,1.644,54.169,0.7732,55.145,4/17/26,3.7513,46.5273,2.6831,49.1292,1.1476,51.243,0.5473,57.584,5/15/26,5.3892,48.9663,4.1507,50.267,2.5617,53.1935,0.9549,57.096,6/18/26,6.3238,44.414,5.5614,47.015,2.6654,50.2675,1.1014,52.8687,7/17/26,6.5137,43.1127,6.3075,44.739,3.2148,47.3405,1.2951,51.2425,5.61,3.03,2.58,0.5063,0.0644,0.0741,6.71,3.75,2.95,0.4992,0.0806,0.0918,9.9,5.39,4.52,0.4587,0.1101,0.1318,9.94,6.32,3.62,0.39,0.1424,0.1547,9.64,6.51,3.12,0.3353,0.1511,0.1594,0.3615,0.4087,0.3741,0.4702,1.15,0.0614,Equiv. Vol,0.4653,1.138,0.0565,Equiv. Vol,0.4897,1.198,0.0809,Equiv. Vol,0.4441,1.087,0.0354,Equiv. Vol,0.4311,1.055,0.0224,Equiv. Vol,1,0.73,6.45,6.45,Normal,4,1.47,6.01,7.29,Normal,2.92,2.31,,,,,,,,,,,,,,,,,,,0.050728,-0.000565,0.051293,2.8421,3.5377,5.1415,6.1713,6.4725,0.407,0.212,0.421,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9589,0.466,Normal,0.655,0.655,0.655
SMH,3/27/26,0.0383,-0.4808,Q1 High Premium / Low Risk,374.25,4/10/26,2.8078,43.2755,2.171,47.0965,1.1623,51.893,0.5104,58.885,4/17/26,3.4761,44.0477,2.5701,48.072,1.3961,53.1938,0.6023,60.4411,5/15/26,4.8798,42.7877,4.0158,47.0152,2.2378,51.633,0.9896,58.5596,6/18/26,6.1151,41.9049,5.2209,45.3893,2.9414,49.2917,1.2852,56.1206,7/17/26,6.7969,40.999,5.9319,44.4136,3.2398,48.316,1.4623,54.5242,5.23,2.81,2.42,0.5125,0.0649,0.0871,6.62,3.48,3.14,0.5204,0.0789,0.1078,8.29,4.88,3.41,0.4392,0.114,0.1514,10.4,6.12,4.29,0.4326,0.1459,0.1897,11.5,6.8,4.7,0.4207,0.1658,0.2109,0.3576,0.3223,0.3334,0.4328,1.343,0.1104,Rich Vol,0.4405,1.367,0.1182,Rich Vol,0.4279,1.327,0.1056,Rich Vol,0.419,1.3,0.0967,Rich Vol,0.41,1.272,0.0877,Rich Vol,1,0.73,4.66,4.66,Normal,2,0.73,4.96,5.26,Normal,2.3,1.82,,,,,,,,,,,,,,,,,,,0.054858,-0.000363,0.055221,2.6804,3.2949,4.707,5.9363,6.6239,0.495,0.339,0.491,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.2875,0.213,Normal,0.493,0.493,0.492
STLD,3/27/26,0.0372,-0.1586,Q1 High Premium / Low Risk,170.97,4/17/26,3.6761,46.8525,2.4858,49.2915,1.4184,52.218,0.7202,60.9982,4/17/26,3.6761,46.8525,2.4858,49.2915,1.4184,52.218,0.7202,60.9982,5/15/26,5.5741,47.9907,4.1918,49.942,2.1787,52.706,0.8949,58.657,6/18/26,6.5377,45.877,5.6638,47.6653,3.0025,49.942,1.278,55.5352,7/17/26,7.7587,45.877,6.3754,48.3157,3.1974,49.617,1.4038,54.3646,6.46,3.68,2.78,0.4776,0.0785,0.1069,6.46,3.68,2.78,0.4776,0.0785,0.1069,9.22,5.57,3.65,0.4359,0.1161,0.162,10.54,6.54,4,0.4001,0.1425,0.19,12.69,7.76,4.93,0.415,0.1691,0.2255,0.378,0.344,0.3809,0.4685,1.362,0.1245,Rich Vol,0.4685,1.362,0.1245,Rich Vol,0.4799,1.395,0.1359,Rich Vol,0.4588,1.334,0.1148,Rich Vol,0.4588,1.334,0.1148,Rich Vol,2,1.47,4.8,5.1,Normal,1,0.37,5.1,5.1,Normal,2.46,1.94,,,,,,,,,,,,,,,,,,,0.058095,-0.000166,0.058262,3.438,3.438,5.2976,6.3629,7.482,0.533,0.451,0.535,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.0614,0.505,Moderate,0.522,0.523,0.521
