symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
RDDT,2026-03-31,1.7061,0.4485,Q2 High Premium / High Risk,134.65,2026-04-10,3.9013,70.6325,2.8136,76.0504,1.5608,79.86,0.7506,84.4126,2026-05-01,7.8289,82.7863,6.5169,87.3393,3.5369,91.2415,1.5485,96.8512,2026-05-15,9.158,83.925,7.6587,87.8273,4.0011,91.7295,1.8789,96.3635,2026-06-18,10.9729,77.7784,9.961,80.998,5.3101,84.4127,2.1604,88.9004,2026-07-17,12.0002,74.982,11.5856,78.315,6.0713,81.2418,2.3283,85.7784,7.47,3.9,3.57,0.5311,0.0552,0.0655,12.5,7.83,4.67,0.4306,0.0946,0.1315,13.99,9.16,4.83,0.3945,0.1091,0.1538,16.57,10.97,5.6,0.3806,0.1411,0.1843,17.88,12.0,5.88,0.3642,0.16,0.2015,0.6233,0.5955,0.6653,0.7063,1.186,0.1108,Equiv. Vol,0.8279,1.39,0.2324,Rich Vol,0.8392,1.409,0.2437,Rich Vol,0.7778,1.306,0.1823,Rich Vol,0.7498,1.259,0.1543,Rich Vol,2,1.47,8.71,9.28,Normal,3,1.1,9.19,9.83,Normal,3.58,2.9,,,,,,,,,,,,,0.101175,3.8e-05,0.101137,3.6838,7.5665,8.8581,10.7705,11.9173,0.906,0.573,0.906,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,3.1839,0.861,Elevated,0.834,0.832,0.834
ARWR,2026-03-31,1.6833,0.4303,Q2 High Premium / High Risk,62.7,2026-04-17,4.1866,51.243,3.3892,62.95,1.2161,57.584,1.7145,105.875,,,,,,,,,,2026-05-15,7.1372,59.0475,5.8612,64.9005,3.2297,72.3803,,,2026-06-18,9.2903,65.1445,8.453,70.104,5.5622,77.096,3.6683,107.664,2026-09-18,14.261,79.8598,18.122,85.1442,8.6922,80.0225,4.7049,80.51,6.88,4.19,2.69,0.5168,0.0817,0.0836,,,,,,,14.31,7.14,7.18,0.5737,0.1209,0.1425,16.17,9.29,6.88,0.4435,0.1426,0.1855,17.61,14.26,3.35,0.2677,0.1786,0.2848,0.5911,0.5008,0.5416,0.5124,1.023,0.0117,Equiv. Vol,,,,,0.5905,1.179,0.0897,Equiv. Vol,0.6514,1.301,0.1507,Rich Vol,0.7986,1.595,0.2978,Very Rich Vol,2,1.47,8.05,8.4,Normal,4,1.47,7.43,8.4,Normal,3.01,2.44,,,,,,,,,,,,,0.141146,0.00368,0.137465,4.0271,,6.882,9.1228,15.0332,0.975,0.995,0.971,Cheap + Thin,,Cheap + Thin,Rich + Thin,Rich + Thin,3.2938,0.876,Elevated,0.755,0.755,0.755
SMCI,2026-03-31,1.6606,1.2043,Q2 High Premium / High Risk,22.77,2026-04-10,3.9452,72.7057,2.7961,79.5347,1.5591,86.364,0.7576,104.5748,2026-05-01,7.7295,80.0225,5.9069,83.762,2.8546,90.754,1.3505,107.339,2026-05-15,9.2739,83.7623,8.2711,88.315,4.2307,96.445,1.7172,114.6558,2026-06-18,10.8476,80.9006,10.2273,84.9002,5.4165,93.518,2.7536,112.7044,2026-07-17,12.4213,80.8353,12.1981,83.9245,6.8584,90.266,3.3421,104.7048,7.05,3.95,3.1,0.4867,0.0543,0.029,12.26,7.73,4.53,0.437,0.0966,0.0567,14.34,9.27,5.07,0.4051,0.1107,0.0681,15.67,10.85,4.82,0.3458,0.1341,0.0796,18.8,12.42,6.38,0.3552,0.1537,0.0912,1.5996,1.3621,1.0925,0.7271,0.534,-0.6351,Discounted Vol,0.8002,0.587,-0.5619,Discounted Vol,0.8376,0.615,-0.5245,Discounted Vol,0.809,0.594,-0.5531,Discounted Vol,0.8084,0.593,-0.5538,Discounted Vol,1,0.73,40.53,40.53,Normal,1,0.37,40.53,40.53,Normal,8.2,6.63,,,,,,,,,,,,,0.106982,0.000806,0.106176,3.7154,7.365,9.0733,10.7235,12.3767,0.924,0.936,0.924,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.3178,0.611,Moderate,0.998,0.998,0.998
MNDY,2026-03-31,1.6467,0.7395,Q2 High Premium / High Risk,69.11,2026-04-17,5.4406,70.754,3.5812,73.681,1.447,72.706,0.7235,82.461,,,,,,,,,,2026-05-15,9.7453,85.876,7.5242,88.803,3.8345,91.242,1.664,92.705,,,,,,,,,,2026-08-21,13.4954,80.8353,15.9456,82.4613,8.4286,84.9005,4.0395,93.5183,9.51,5.44,4.07,0.5173,0.0769,0.1065,,,,,,,15.15,9.75,5.4,0.4175,0.1135,0.1907,,,,,,,15.72,13.5,2.23,0.2582,0.1669,0.2641,0.43,0.5109,0.7253,0.7075,1.385,0.1966,Rich Vol,,,,,0.8588,1.681,0.3478,Very Rich Vol,,,,,0.8084,1.582,0.2974,Very Rich Vol,2,1.47,7.33,7.49,Normal,3,1.1,14.64,23.3,Normal,3.07,2.49,,,,,,,,,,,,,0.114731,0.001126,0.113605,5.0687,,9.3011,,13.9854,0.943,0.954,0.941,Rich + Thin,,Rich + Thin,,Rich + Thin,3.2538,0.867,Elevated,0.763,0.763,0.765
APP,2026-03-31,1.5466,1.1097,Q2 High Premium / High Risk,398.0,2026-04-10,3.9548,72.1201,2.8596,76.364,1.5596,80.6496,0.6583,89.8759,2026-05-01,6.8185,71.7301,5.3141,75.3536,3.0628,78.9492,1.5605,84.1339,2026-05-15,9.2672,82.624,7.701,86.3638,4.3122,89.0468,1.7121,95.4229,2026-06-18,10.7376,77.4439,10.1487,80.185,5.2211,83.8272,2.1034,88.8724,2026-07-17,11.6876,75.5238,11.2635,77.7227,5.7965,81.2904,2.4641,85.6669,7.33,3.95,3.38,0.5103,0.0548,0.0509,11.75,6.82,4.93,0.467,0.0951,0.0878,15.34,9.27,6.07,0.4393,0.1122,0.1193,15.81,10.74,5.07,0.3645,0.1387,0.1382,16.64,11.69,4.96,0.3366,0.1548,0.1505,0.7697,0.7768,1.0024,0.7212,0.928,-0.0556,Equiv. Vol,0.7173,0.923,-0.0595,Equiv. Vol,0.8262,1.064,0.0494,Equiv. Vol,0.7744,0.997,-0.0024,Equiv. Vol,0.7552,0.972,-0.0216,Equiv. Vol,3,2.2,10.02,11.0,Moderate,3,1.1,19.33,21.92,Normal,4.67,3.78,,,,,,,,,,,,,0.101697,0.000534,0.101163,3.7358,6.5176,8.954,10.6198,11.6028,0.91,0.872,0.908,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,4.8603,0.991,Extreme,0.94,0.939,0.939
DUOL,2026-03-31,1.5182,0.2049,Q2 High Premium / High Risk,98.57,2026-04-10,3.5667,62.5317,2.5574,67.1772,1.3949,70.7543,0.5833,75.307,2026-05-01,6.1073,68.3155,5.1994,70.7545,2.6631,79.5345,1.7754,91.242,2026-05-15,9.4214,87.6647,8.0992,90.2663,4.0834,96.1195,1.7331,101.323,2026-06-18,10.6473,78.559,10.348,82.4617,5.6812,85.876,2.4031,90.9975,2026-08-21,12.8944,79.3398,15.7299,81.9735,8.3866,84.4127,3.5825,88.5592,6.83,3.57,3.27,0.5486,0.057,0.0531,9.24,6.11,3.13,0.3855,0.0894,0.091,14.25,9.42,4.83,0.3848,0.1075,0.1403,15.68,10.65,5.03,0.3565,0.1355,0.1586,15.8,12.89,2.91,0.2644,0.1625,0.192,0.5324,0.6715,0.6332,0.6253,0.931,-0.0462,Equiv. Vol,0.6832,1.017,0.0117,Equiv. Vol,0.8766,1.306,0.2052,Rich Vol,0.7856,1.17,0.1141,Equiv. Vol,0.7934,1.182,0.1219,Equiv. Vol,1,0.73,15.09,15.09,Normal,4,1.47,10.77,15.09,Normal,4.04,3.27,,,,,,,,,,,,,0.130186,0.002093,0.128093,3.3648,5.9257,9.157,10.5874,13.4615,0.965,0.984,0.961,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,2.6448,0.724,Moderate,0.881,0.881,0.881
MSTR,2026-03-31,1.467,0.3834,Q2 High Premium / High Risk,124.8,2026-04-10,4.0941,74.2909,2.938,78.8843,1.6924,85.1093,0.8161,97.3881,2026-05-01,6.7842,74.3317,5.5889,80.8353,2.9547,88.8025,1.4052,101.973,2026-05-15,8.6071,75.6323,7.1581,80.185,3.6859,87.3393,1.6456,100.022,2026-06-18,10.5194,75.293,9.7122,79.6429,5.4167,85.6483,2.4485,99.0464,2026-07-17,11.7822,74.8193,11.3632,79.2908,6.4704,84.4127,2.9507,96.1197,7.8,4.09,3.71,0.5272,0.0551,0.0614,10.72,6.78,3.94,0.4113,0.0913,0.1017,13.82,8.61,5.21,0.4323,0.1138,0.1291,15.93,10.52,5.41,0.3779,0.1397,0.1577,17.29,11.78,5.51,0.353,0.1575,0.1767,0.6535,0.6669,0.9251,0.7429,1.114,0.076,Equiv. Vol,0.7433,1.115,0.0764,Equiv. Vol,0.7563,1.134,0.0894,Equiv. Vol,0.7529,1.129,0.086,Equiv. Vol,0.7482,1.122,0.0813,Equiv. Vol,2,1.47,9.18,9.87,Normal,2,0.73,20.99,23.2,Normal,4.01,3.25,,,,,,,,,,,,,0.101042,8.8e-05,0.100954,3.8629,6.5451,8.3173,10.358,11.6984,0.904,0.612,0.904,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.153,0.856,Elevated,0.878,0.876,0.878
IMVT,2026-03-31,1.434,0.9099,Q2 High Premium / High Risk,24.84,2026-04-17,4.9584,80.5103,3.8748,74.169,,,,,,,,,,,,,,2026-05-15,8.3635,80.5102,8.4038,81.486,5.5354,98.5585,,,2026-06-18,9.7893,76.7705,9.5109,74.169,,,,,2026-07-17,12.2096,86.7817,14.0801,87.0955,7.5483,81.486,,,7.45,4.96,2.5,0.3565,0.0616,0.1127,,,,,,,15.62,8.36,7.26,0.4591,0.1039,0.19,14.25,9.79,4.46,0.3316,0.1275,0.2224,17.1,12.21,4.89,0.3009,0.1407,0.2774,0.5088,0.4401,0.4728,0.8051,1.829,0.365,Very Rich Vol,,,,,0.8051,1.829,0.365,Very Rich Vol,0.7677,1.744,0.3276,Very Rich Vol,0.8678,1.972,0.4277,Very Rich Vol,3,2.2,5.89,6.16,Moderate,3,1.1,7.93,11.71,Normal,2.65,2.14,,,,,,,,,,,,,0.100603,0.00064,0.099963,4.7417,,8.3716,9.7336,12.5837,0.898,0.908,0.898,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,3.8705,0.943,Extreme,0.686,0.687,0.684
AXON,2026-03-31,1.4234,0.828,Q2 High Premium / High Risk,424.69,2026-04-17,4.1858,60.023,3.2847,63.4375,1.6483,65.8767,0.7201,71.405,,,,,,,,,,2026-05-15,7.8038,69.5836,6.4989,76.2176,3.3554,77.5837,1.6924,82.461,2026-06-18,8.976,64.3433,8.352,69.1934,4.4103,72.3154,1.6718,76.608,2026-09-18,12.0182,64.3154,12.991,67.2703,7.3034,71.2422,3.0543,72.2876,7.6,4.19,3.42,0.4877,0.0697,0.0583,,,,,,,12.82,7.8,5.01,0.4359,0.1122,0.1087,13.96,8.98,4.98,0.3874,0.1395,0.125,16.83,12.02,4.81,0.3176,0.1869,0.1674,0.4963,0.7179,0.6608,0.6002,0.836,-0.1177,Compressed Vol,,,,,0.6958,0.969,-0.0221,Equiv. Vol,0.6434,0.896,-0.0745,Compressed Vol,0.6432,0.896,-0.0748,Compressed Vol,2,1.47,13.35,16.17,Normal,3,1.1,12.37,16.17,Normal,4.32,3.5,,,,,,,,,,,,,0.104797,0.000401,0.104396,4.0056,,7.5428,8.8512,12.2128,0.92,0.825,0.922,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.8639,0.942,Extreme,0.914,0.913,0.914
FOUR,2026-03-31,1.4002,1.1324,Q2 High Premium / High Risk,43.73,2026-04-17,4.7565,70.754,2.6298,72.706,,,0.8004,82.461,,,,,,,,,,2026-05-15,9.673,80.51,7.1461,82.461,2.9156,79.535,1.8294,97.095,2026-06-18,10.3019,75.6325,9.0327,74.657,4.8022,75.632,2.2296,78.559,2026-07-17,12.0741,74.169,10.9764,74.657,6.7459,77.583,2.8299,84.413,6.08,4.76,1.33,0.331,0.0672,0.0489,,,,,,,15.57,9.67,5.9,0.4577,0.1201,0.0994,18.6,10.3,8.3,0.4393,0.1362,0.1059,16.34,12.07,4.26,0.3365,0.1628,0.1241,0.9022,0.9727,0.7671,0.7075,0.727,-0.2651,Compressed Vol,,,,,0.8051,0.828,-0.1676,Compressed Vol,0.7563,0.778,-0.2163,Compressed Vol,0.7417,0.763,-0.231,Compressed Vol,2,1.47,17.29,17.59,Normal,2,0.73,17.29,17.59,Normal,5.85,4.74,,,,,,,,,,,,,0.095836,0.000307,0.095529,4.3312,,9.1676,10.0481,11.8546,0.879,0.771,0.881,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.6474,0.925,Extreme,0.976,0.976,0.976
SPCE,2026-03-31,1.3785,1.5773,Q2 High Premium / High Risk,2.43,2026-04-10,5.9671,113.68,,,2.8807,152.704,,,2026-05-01,24.8457,341.4795,,,,,,,2026-05-15,23.4053,259.2862,,,7.4074,116.607,3.0864,140.997,,,,,,,,,,2026-07-17,23.1139,190.4263,25.3086,177.7433,,,6.9959,124.412,8.23,5.97,2.26,0.3634,0.0525,0.1002,32.46,24.85,7.61,0.271,0.0728,0.4171,32.66,23.41,9.26,0.2981,0.0903,0.3929,,,,,,,23.11,23.11,0.0,0.1854,0.1214,0.388,0.6697,0.5957,0.6023,1.1368,1.908,0.5411,Very Rich Vol,3.4148,5.732,2.8191,Very Rich Vol,2.5929,4.353,1.9972,Very Rich Vol,,,,,1.9043,3.197,1.3086,Very Rich Vol,1,0.73,11.32,11.32,Normal,2,0.73,10.13,11.32,Normal,3.58,2.9,,,,,,,,,,,,,,0.000344,,,,,,23.5528,,0.792,,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,1.8332,0.411,Normal,0.836,0.832,0.834
COIN,2026-03-31,1.357,1.0855,Q2 High Premium / High Risk,174.61,2026-04-10,4.092,73.4372,2.8063,74.9005,1.4795,77.9083,0.6503,86.6565,2026-05-01,6.8517,71.73,4.825,75.632,2.8707,80.0225,1.2261,88.6402,2026-05-15,8.4921,75.0468,6.7913,78.884,3.8264,84.4125,1.6906,93.388,2026-06-18,10.0352,72.2178,9.3465,75.437,4.979,79.7785,2.1386,88.8724,2026-07-17,11.9466,71.5673,11.0704,74.0714,5.9332,77.9738,2.5755,87.3394,7.35,4.09,3.26,0.5024,0.0557,0.0498,12.62,6.85,5.77,0.5016,0.0955,0.0834,14.85,8.49,6.36,0.4683,0.1132,0.1034,15.21,10.04,5.17,0.3761,0.139,0.1222,17.64,11.95,5.69,0.3764,0.1669,0.1454,0.8272,0.8215,0.863,0.7344,0.894,-0.0871,Compressed Vol,0.7173,0.873,-0.1042,Compressed Vol,0.7505,0.914,-0.071,Equiv. Vol,0.7222,0.879,-0.0993,Compressed Vol,0.7157,0.871,-0.1058,Compressed Vol,2,1.47,13.14,13.6,Normal,5,1.83,13.61,15.24,Moderate,4.94,4.0,,,,,,,,,,,,,0.101003,-0.000199,0.101202,3.8349,6.4464,8.1519,9.8975,11.7714,0.902,0.335,0.91,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,4.2891,0.976,Extreme,0.954,0.954,0.954
ONTO,2026-03-31,1.356,-0.0902,Q2 High Premium / High Risk,205.07,2026-04-17,4.9837,71.73,3.6573,69.1287,1.9018,71.73,0.9052,78.315,,,,,,,,,,2026-05-15,8.0525,72.055,6.3962,74.982,3.2916,75.632,1.8165,84.413,2026-06-18,9.2586,67.8277,8.493,70.917,3.9905,74.0063,2.4463,77.258,2026-09-18,12.3421,66.0714,12.8005,68.3155,,,,,7.87,4.98,2.89,0.4225,0.0695,0.0723,,,,,,,14.04,8.05,5.98,0.461,0.1118,0.1169,13.1,9.26,3.84,0.345,0.1365,0.1344,17.3,12.34,4.96,0.3179,0.1868,0.1791,0.782,0.689,0.6323,0.7173,1.041,0.0283,Equiv. Vol,,,,,0.7205,1.046,0.0315,Equiv. Vol,0.6783,0.984,-0.0108,Equiv. Vol,0.6607,0.959,-0.0283,Equiv. Vol,1,0.73,9.12,9.12,Normal,3,1.1,9.01,9.89,Normal,4.15,3.35,,,,,,,,,,,,,0.098843,-0.000813,0.099656,4.7184,,7.7212,9.1055,12.4338,0.896,0.095,0.894,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9707,0.48,Normal,0.892,0.892,0.892
MRNA,2026-03-31,1.2916,0.0549,Q2 High Premium / High Risk,50.8,2026-04-10,4.124,73.356,2.8465,74.0714,1.5453,76.608,0.6102,85.876,2026-05-01,6.9767,75.307,5.3406,77.1932,2.7977,82.949,0.6398,87.339,2026-05-15,8.0709,74.169,6.6831,75.047,3.4469,77.3882,1.4112,85.0222,2026-06-18,10.8268,72.706,8.8665,73.1935,4.6194,74.6567,2.0287,82.7867,2026-07-17,10.1132,72.706,10.8944,73.3155,5.419,75.9111,2.1971,80.9437,8.04,4.12,3.92,0.5503,0.0562,0.0575,11.46,6.98,4.49,0.434,0.0926,0.0973,13.83,8.07,5.76,0.4412,0.1088,0.1125,19.27,10.83,8.44,0.4733,0.1489,0.1509,12.52,10.11,2.41,0.2631,0.1391,0.141,0.7893,0.7174,0.794,0.7336,1.023,0.0162,Equiv. Vol,0.7531,1.05,0.0357,Equiv. Vol,0.7417,1.034,0.0243,Equiv. Vol,0.7271,1.014,0.0097,Equiv. Vol,0.7271,1.014,0.0097,Equiv. Vol,1,0.73,14.84,14.84,Normal,3,1.1,15.09,15.72,Normal,4.32,3.49,,,,,,,,,,,,,0.084269,-0.000214,0.084483,3.8685,6.6495,7.7933,10.4347,10.2694,0.83,0.312,0.832,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.3411,0.622,Moderate,0.912,0.913,0.912
EDIT,2026-03-31,1.2826,1.6581,Q2 High Premium / High Risk,2.47,2026-04-17,7.8947,97.095,,,,,,,,,,,,,,,,2026-05-15,10.9312,84.413,11.1336,156.606,,,,,,,,,,,,,,2026-08-21,18.0162,79.535,,,17.2065,118.558,,,12.75,7.89,4.86,0.5057,0.0813,0.0801,,,,,,,22.87,10.93,11.94,0.6413,0.1295,0.1109,,,,,,,35.02,18.02,17.0,0.5845,0.2265,0.1828,1.1051,0.9854,0.9328,0.971,0.985,-0.0145,Equiv. Vol,,,,,0.8441,0.857,-0.1413,Compressed Vol,,,,,0.7954,0.807,-0.1901,Compressed Vol,3,2.2,14.08,14.84,Moderate,4,1.47,14.51,15.8,Normal,5.93,4.8,,,,,,,,,,,,,,-0.002187,,,,10.9717,,,,0.035,,Cheap + Thin,,Cheap + Efficient,,Cheap + Thin,5.4985,0.995,Extreme,0.978,0.978,0.978
RBLX,2026-03-31,1.2713,0.1869,Q2 High Premium / High Risk,56.56,2026-04-10,3.5272,64.2507,2.3839,66.2017,1.2641,68.803,0.5176,77.0414,2026-05-01,7.0658,75.6321,5.5092,81.2906,2.9685,85.5832,1.6708,94.6565,2026-05-15,7.8854,76.608,7.4257,79.0465,3.2178,84.413,1.6001,87.339,2026-06-18,9.4214,70.5105,9.5621,73.356,4.9976,77.9087,1.9824,84.6568,2026-07-17,10.1397,68.3155,11.0502,71.242,6.0113,73.681,2.2395,79.2093,6.46,3.53,2.93,0.5049,0.0549,0.0607,12.41,7.07,5.35,0.4679,0.0934,0.1216,10.29,7.89,2.4,0.3179,0.1029,0.1357,13.51,9.42,4.09,0.3422,0.1336,0.1621,13.62,10.14,3.48,0.3045,0.1484,0.1744,0.5901,0.5813,0.73,0.6425,1.105,0.0612,Equiv. Vol,0.7563,1.301,0.1751,Rich Vol,0.7661,1.318,0.1848,Rich Vol,0.7051,1.213,0.1238,Rich Vol,0.6832,1.175,0.1019,Equiv. Vol,1,0.73,8.58,8.58,Normal,5,1.83,10.72,14.12,Moderate,3.5,2.83,,,,,,,,,,,,,0.085898,1.8e-05,0.085879,3.2985,6.7545,7.7935,9.4495,10.3218,0.836,0.552,0.838,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,2.6458,0.728,Moderate,0.819,0.819,0.819
ACLS,2026-03-31,1.2416,0.6823,Q2 High Premium / High Risk,93.08,2026-04-17,4.2222,60.999,3.8139,63.925,2.2561,67.828,0.9938,76.12,,,,,,,,,,2026-05-15,7.0692,66.364,6.4192,68.3155,3.2633,73.6815,,,2026-06-18,9.0567,61.9745,8.353,63.4375,4.7405,67.34,2.3501,71.2425,2026-08-21,10.3997,60.7545,9.5617,58.722,5.3717,59.047,2.0547,59.535,6.46,4.22,2.23,0.4075,0.0692,0.0556,,,,,,,10.34,7.07,3.27,0.3685,0.1065,0.0931,14.03,9.06,4.97,0.4044,0.1461,0.1193,15.05,10.4,4.65,0.3288,0.1712,0.137,0.5846,0.7591,0.6599,0.61,0.804,-0.1492,Compressed Vol,,,,,0.6636,0.874,-0.0955,Compressed Vol,0.6197,0.816,-0.1394,Compressed Vol,0.6075,0.8,-0.1516,Compressed Vol,2,1.47,8.48,9.58,Normal,2,0.73,13.95,18.32,Normal,4.57,3.7,,,,,,,,,,,,,0.081,-0.000141,0.081141,4.1405,,6.9392,8.916,10.2321,0.808,0.385,0.804,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.0759,0.839,Elevated,0.932,0.932,0.932
LUMN,2026-03-31,1.2265,0.154,Q2 High Premium / High Risk,6.95,2026-04-10,4.1007,66.852,2.1583,74.657,,,1.0791,89.291,2026-05-01,6.8705,75.1445,6.0432,80.51,5.3597,131.7285,2.1583,87.339,2026-05-15,10.7194,80.51,5.4676,85.388,,,1.6187,102.4605,,,,,,,,,,2026-07-17,12.4101,74.169,9.1367,77.583,4.0288,76.608,2.0144,87.339,7.7,4.1,3.6,0.578,0.0613,0.0836,14.57,6.87,7.7,0.5528,0.0914,0.1401,21.15,10.72,10.43,0.6217,0.1331,0.2186,,,,,,,20.14,12.41,7.73,0.4149,0.1673,0.2531,0.519,0.4903,0.9244,0.6685,1.364,0.1783,Rich Vol,0.7514,1.533,0.2612,Very Rich Vol,0.8051,1.642,0.3148,Very Rich Vol,,,,,0.7417,1.513,0.2514,Very Rich Vol,1,0.73,8.4,8.4,Normal,2,0.73,25.06,25.75,Normal,2.95,2.39,,,,,,,,,,,,,0.098454,0.000643,0.097811,3.7122,6.705,9.669,,11.7554,0.89,0.912,0.89,Rich + Thin,Rich + Thin,Rich + Efficient,,Rich + Thin,1.8648,0.427,Normal,0.748,0.748,0.748
TTD,2026-03-31,1.2089,0.2167,Q2 High Premium / High Risk,22.69,2026-04-10,3.9335,68.3155,2.7655,70.7545,1.4985,77.9087,0.617,88.315,2026-05-01,6.093,66.364,5.4319,69.7785,2.6884,72.7055,1.4985,82.9495,2026-05-15,9.0238,81.9735,6.3464,87.339,3.3054,92.217,1.4764,97.095,2026-06-18,11.4478,76.6075,8.3297,79.535,4.7818,82.461,1.9061,91.242,2026-07-17,13.0344,73.681,9.6518,75.632,5.7074,77.583,2.413,84.9005,6.5,3.93,2.56,0.4774,0.0576,0.0561,9.07,6.09,2.97,0.3896,0.0918,0.0868,15.23,9.02,6.2,0.4396,0.1101,0.1286,19.16,11.45,7.71,0.4467,0.1494,0.1632,14.24,13.03,1.2,0.2951,0.1769,0.1858,0.816,0.7016,0.6202,0.6832,0.974,-0.0185,Equiv. Vol,0.6636,0.946,-0.038,Equiv. Vol,0.8197,1.168,0.1181,Equiv. Vol,0.7661,1.092,0.0645,Equiv. Vol,0.7368,1.05,0.0352,Equiv. Vol,1,0.73,16.85,16.85,Normal,4,1.47,10.35,16.85,Normal,4.22,3.42,,,,,,,,,,,,,0.115241,0.000938,0.114304,3.6999,5.9608,8.4883,10.8242,12.3579,0.945,0.947,0.945,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.7437,0.766,Elevated,0.9,0.899,0.9
